"","iSIC02","iSIC02","iSIC02","iSIC02","iSIC02","iSIC02"
"","Avg","Avg","Avg","Avg","Avg","Avg"
"Date/Time","WindDir","WindSp","AirTemp","RH","BP","RainInten"
"m/d/y","Degree","mph","F","%","inHg","in/h"
10/15/2021 9:20:00 PM,327,5.7,62.00,78,29.1,0.00
10/15/2021 9:30:00 PM,327,4.4,62.00,79,29.1,0.00
10/15/2021 9:40:00 PM,332,6.3,61.70,80,29.1,0.00
10/15/2021 9:50:00 PM,312,5.6,61.10,83,29.1,0.00
10/15/2021 10:00:00 PM,328,4.4,59.90,86,29.1,0.00
10/15/2021 10:10:00 PM,334,2.3,59.10,88,29.1,0.00
10/15/2021 10:20:00 PM,338,1.7,59.10,88,29.1,0.00
10/15/2021 10:30:00 PM,346,6.0,59.00,88,29.1,0.00
10/15/2021 10:40:00 PM,333,2.4,58.60,86,29.1,0.00
10/15/2021 10:50:00 PM,336,2.1,58.80,85,29.1,0.00
10/15/2021 11:00:00 PM,8,1.9,59.00,84,29.1,0.00
10/15/2021 11:10:00 PM,324,2.5,59.00,84,29.1,0.00
10/15/2021 11:20:00 PM,336,3.0,59.10,84,29.1,0.00
10/15/2021 11:30:00 PM,333,5.8,59.30,83,29.1,0.00
10/15/2021 11:40:00 PM,331,3.4,59.30,83,29.1,0.00
10/15/2021 11:50:00 PM,330,3.6,59.30,84,29.1,0.00
10/16/2021 12:00:00 AM,330,4.1,59.10,85,29.1,0.10
10/16/2021 12:10:00 AM,320,1.9,58.60,87,29.1,0.00
10/16/2021 12:20:00 AM,7,1.4,58.40,89,29.1,0.00
10/16/2021 12:30:00 AM,321,6.2,58.40,87,29.1,0.00
10/16/2021 12:40:00 AM,295,2.0,58.40,85,29.1,0.00
10/16/2021 12:50:00 AM,354,2.7,58.10,84,29.1,0.00
10/16/2021 1:00:00 AM,323,3.0,57.90,84,29.1,0.00
10/16/2021 1:10:00 AM,323,5.5,57.70,85,29.1,0.20
10/16/2021 1:20:00 AM,331,6.2,57.20,85,29.1,0.13
10/16/2021 1:30:00 AM,333,7.4,56.80,85,29.1,0.04
10/16/2021 1:40:00 AM,336,5.7,56.60,85,29.2,0.03
10/16/2021 1:50:00 AM,331,5.9,56.10,85,29.1,0.10
10/16/2021 2:00:00 AM,332,9.4,55.50,84,29.2,0.08
10/16/2021 2:10:00 AM,348,2.7,55.00,85,29.2,0.02
10/16/2021 2:20:00 AM,324,6.5,54.60,84,29.2,0.04
10/16/2021 2:30:00 AM,343,5.1,54.60,82,29.2,0.05
10/16/2021 2:40:00 AM,336,3.6,54.30,80,29.2,0.10
10/16/2021 2:50:00 AM,355,3.0,53.90,83,29.2,0.07
10/16/2021 3:00:00 AM,334,5.1,53.60,85,29.2,0.05
10/16/2021 3:10:00 AM,250,2.1,53.60,87,29.2,0.16
10/16/2021 3:20:00 AM,296,3.4,53.40,86,29.2,0.12
10/16/2021 3:30:00 AM,320,4.1,52.80,85,29.2,0.19
10/16/2021 3:40:00 AM,335,8.8,52.70,84,29.2,0.10
10/16/2021 3:50:00 AM,334,7.9,52.30,83,29.2,0.07
10/16/2021 4:00:00 AM,327,8.0,52.30,82,29.2,0.02
10/16/2021 4:10:00 AM,336,4.7,51.90,82,29.2,0.00
10/16/2021 4:20:00 AM,337,4.2,51.90,82,29.2,0.00
10/16/2021 4:30:00 AM,260,1.8,51.90,84,29.2,0.00
10/16/2021 4:40:00 AM,304,2.1,51.90,84,29.2,0.00
10/16/2021 4:50:00 AM,305,2.6,51.90,85,29.2,0.00
10/16/2021 5:00:00 AM,328,3.6,51.80,84,29.2,0.00
10/16/2021 5:10:00 AM,245,1.5,51.80,83,29.2,0.00
10/16/2021 5:20:00 AM,328,3.5,51.80,83,29.2,0.00
10/16/2021 5:30:00 AM,326,7.5,51.80,82,29.2,0.00
10/16/2021 5:40:00 AM,254,3.7,52.10,80,29.2,0.00
10/16/2021 5:50:00 AM,303,2.9,51.90,79,29.2,0.00
10/16/2021 6:00:00 AM,271,2.4,51.90,78,29.2,0.00
10/16/2021 6:10:00 AM,315,1.9,51.80,78,29.2,0.00
10/16/2021 6:20:00 AM,257,2.1,51.80,77,29.2,0.00
10/16/2021 6:30:00 AM,244,2.1,51.80,77,29.2,0.00
10/16/2021 6:40:00 AM,258,3.1,51.40,78,29.2,0.00
10/16/2021 6:50:00 AM,256,3.0,51.00,79,29.2,0.00
10/16/2021 7:00:00 AM,312,1.5,51.20,78,29.2,0.00
10/16/2021 7:10:00 AM,195,2.5,51.00,78,29.2,0.00
10/16/2021 7:20:00 AM,330,2.1,50.70,79,29.2,0.00
10/16/2021 7:30:00 AM,358,2.4,50.30,80,29.2,0.00
10/16/2021 7:40:00 AM,263,4.9,50.10,79,29.2,0.00
10/16/2021 7:50:00 AM,265,3.5,50.00,80,29.2,0.00
10/16/2021 8:00:00 AM,286,3.4,49.60,80,29.2,0.00
10/16/2021 8:10:00 AM,270,4.0,49.20,80,29.2,0.00
10/16/2021 8:20:00 AM,261,3.8,49.10,79,29.2,0.00
10/16/2021 8:30:00 AM,293,4.1,48.90,78,29.2,0.00
10/16/2021 8:40:00 AM,280,3.7,48.70,77,29.2,0.00
10/16/2021 8:50:00 AM,297,4.1,48.50,75,29.2,0.00
10/16/2021 9:00:00 AM,289,2.7,48.30,75,29.2,0.00
10/16/2021 9:10:00 AM,276,4.4,48.00,76,29.2,0.00
10/16/2021 9:20:00 AM,288,3.3,47.40,76,29.2,0.00
10/16/2021 9:30:00 AM,291,3.2,47.30,75,29.2,0.00
10/16/2021 9:40:00 AM,261,4.3,47.40,74,29.2,0.00
10/16/2021 9:50:00 AM,275,3.8,47.30,73,29.2,0.00
10/16/2021 10:00:00 AM,315,4.3,46.90,74,29.2,0.00
10/16/2021 10:10:00 AM,317,1.9,46.70,74,29.2,0.00
10/16/2021 10:20:00 AM,20,2.5,46.40,75,29.2,0.00
10/16/2021 10:30:00 AM,265,3.3,46.20,75,29.2,0.00
10/16/2021 10:40:00 AM,308,2.8,46.00,75,29.2,0.00
10/16/2021 10:50:00 AM,304,3.4,46.00,75,29.2,0.00
10/16/2021 11:00:00 AM,308,3.4,45.80,75,29.2,0.00
10/16/2021 11:10:00 AM,321,2.8,45.50,75,29.2,0.00
10/16/2021 11:20:00 AM,332,3.3,45.30,75,29.2,0.00
10/16/2021 11:30:00 AM,308,2.6,45.10,76,29.2,0.00
10/16/2021 11:40:00 AM,148,1.4,44.70,77,29.2,0.00
10/16/2021 11:50:00 AM,251,2.1,44.60,76,29.2,0.00
10/16/2021 12:00:00 PM,323,3.4,44.40,76,29.2,0.00
10/16/2021 12:10:00 PM,266,2.8,44.40,76,29.2,0.00
10/16/2021 12:20:00 PM,252,2.0,44.60,76,29.2,0.00
10/16/2021 12:30:00 PM,244,2.8,44.70,75,29.3,0.00
10/16/2021 12:40:00 PM,129,1.6,44.90,74,29.3,0.00
10/16/2021 12:50:00 PM,263,2.1,45.30,73,29.3,0.00
10/16/2021 1:00:00 PM,254,2.4,45.80,73,29.3,0.00
10/16/2021 1:10:00 PM,323,2.1,46.50,71,29.3,0.00
10/16/2021 1:20:00 PM,267,2.8,47.10,69,29.3,0.00
10/16/2021 1:30:00 PM,311,7.2,47.60,68,29.3,0.00
10/16/2021 1:40:00 PM,272,5.1,48.20,66,29.3,0.00
10/16/2021 1:50:00 PM,327,2.6,48.70,65,29.3,0.00
10/16/2021 2:00:00 PM,241,2.7,49.20,62,29.3,0.00
10/16/2021 2:10:00 PM,324,3.7,49.80,62,29.3,0.00
10/16/2021 2:20:00 PM,283,2.3,50.50,60,29.3,0.00
10/16/2021 2:30:00 PM,41,3.1,51.00,59,29.3,0.00
10/16/2021 2:40:00 PM,314,6.6,51.80,58,29.3,0.00
10/16/2021 2:50:00 PM,291,2.3,52.30,56,29.3,0.00
10/16/2021 3:00:00 PM,279,2.8,53.40,54,29.3,0.00
10/16/2021 3:10:00 PM,304,3.0,54.10,53,29.3,0.00
10/16/2021 3:20:00 PM,301,2.7,54.80,51,29.3,0.00
10/16/2021 3:30:00 PM,277,3.7,55.20,50,29.3,0.00
10/16/2021 3:40:00 PM,327,10.9,55.40,47,29.3,0.00
10/16/2021 3:50:00 PM,308,7.8,55.70,46,29.3,0.00
10/16/2021 4:00:00 PM,287,4.1,55.90,46,29.3,0.00
10/16/2021 4:10:00 PM,295,4.0,56.10,46,29.3,0.00
10/16/2021 4:20:00 PM,24,2.8,57.00,45,29.3,0.00
10/16/2021 4:30:00 PM,241,4.8,57.30,44,29.3,0.00
10/16/2021 4:40:00 PM,310,4.8,57.30,44,29.3,0.00
10/16/2021 4:50:00 PM,257,5.3,57.90,42,29.3,0.00
10/16/2021 5:00:00 PM,290,6.0,58.10,41,29.3,0.00
10/16/2021 5:10:00 PM,250,2.8,58.10,41,29.3,0.00
10/16/2021 5:20:00 PM,176,4.3,57.70,41,29.3,0.00
10/16/2021 5:30:00 PM,305,4.9,57.90,41,29.3,0.00
10/16/2021 5:40:00 PM,252,3.1,58.40,41,29.3,0.00
10/16/2021 5:50:00 PM,281,3.2,59.30,39,29.3,0.00
10/16/2021 6:00:00 PM,308,7.0,57.90,40,29.3,0.00
10/16/2021 6:10:00 PM,339,4.6,57.90,41,29.3,0.00
10/16/2021 6:20:00 PM,173,2.4,58.80,39,29.3,0.00
10/16/2021 6:30:00 PM,231,3.5,59.50,39,29.3,0.00
10/16/2021 6:40:00 PM,285,7.4,60.00,38,29.3,0.00
10/16/2021 6:50:00 PM,318,5.9,59.10,40,29.3,0.00
10/16/2021 7:00:00 PM,310,4.1,58.80,41,29.3,0.00
10/16/2021 7:10:00 PM,322,7.6,58.20,40,29.3,0.00
10/16/2021 7:20:00 PM,269,5.4,58.60,40,29.3,0.00
10/16/2021 7:30:00 PM,310,5.1,58.60,41,29.3,0.00
10/16/2021 7:40:00 PM,274,8.9,58.60,41,29.3,0.00
10/16/2021 7:50:00 PM,300,3.3,58.60,42,29.3,0.00
10/16/2021 8:00:00 PM,307,5.2,58.80,41,29.3,0.00
10/16/2021 8:10:00 PM,307,5.8,58.20,42,29.3,0.00
10/16/2021 8:20:00 PM,282,6.0,58.10,43,29.3,0.00
10/16/2021 8:30:00 PM,133,4.0,58.10,41,29.3,0.00
10/16/2021 8:40:00 PM,251,7.0,58.40,39,29.3,0.00
10/16/2021 8:50:00 PM,188,6.5,58.60,40,29.3,0.00
10/16/2021 9:00:00 PM,285,5.1,59.00,40,29.3,0.00
10/16/2021 9:10:00 PM,297,5.1,58.60,40,29.3,0.00
10/16/2021 9:20:00 PM,244,5.2,58.60,39,29.3,0.00
10/16/2021 9:30:00 PM,249,6.1,58.60,40,29.3,0.00
10/16/2021 9:40:00 PM,355,3.8,58.60,39,29.3,0.00
10/16/2021 9:50:00 PM,312,3.2,58.40,39,29.3,0.00
10/16/2021 10:00:00 PM,319,7.2,58.40,39,29.3,0.00
10/16/2021 10:10:00 PM,310,4.3,57.90,40,29.3,0.00
10/16/2021 10:20:00 PM,256,5.7,57.50,39,29.3,0.00
10/16/2021 10:30:00 PM,268,6.4,57.20,40,29.3,0.00
10/16/2021 10:40:00 PM,319,4.2,56.60,40,29.3,0.00
10/16/2021 10:50:00 PM,288,3.7,56.10,42,29.3,0.00
10/16/2021 11:00:00 PM,343,1.6,55.70,43,29.3,0.00
10/16/2021 11:10:00 PM,267,4.0,55.00,44,29.3,0.00
10/16/2021 11:20:00 PM,298,3.3,54.60,46,29.3,0.00
10/16/2021 11:30:00 PM,263,3.9,53.90,47,29.3,0.00
10/16/2021 11:40:00 PM,236,2.7,53.40,49,29.3,0.00
10/16/2021 11:50:00 PM,112,1.6,53.20,49,29.3,0.00
10/17/2021 12:00:00 AM,255,2.9,52.80,51,29.3,0.00
10/17/2021 12:10:00 AM,254,4.2,52.50,52,29.3,0.00
10/17/2021 12:20:00 AM,270,3.2,51.90,53,29.3,0.00
10/17/2021 12:30:00 AM,250,3.1,51.80,54,29.3,0.00
10/17/2021 12:40:00 AM,262,3.1,51.40,54,29.3,0.00
10/17/2021 12:50:00 AM,261,3.1,51.00,55,29.3,0.00
10/17/2021 1:00:00 AM,262,3.4,51.00,55,29.3,0.00
10/17/2021 1:10:00 AM,256,3.5,50.90,55,29.3,0.00
10/17/2021 1:20:00 AM,259,1.9,50.50,57,29.4,0.00
10/17/2021 1:30:00 AM,238,1.3,50.00,59,29.4,0.00
10/17/2021 1:40:00 AM,237,1.6,49.80,60,29.4,0.00
10/17/2021 1:50:00 AM,239,2.1,49.40,60,29.4,0.00
10/17/2021 2:00:00 AM,273,2.3,49.10,61,29.4,0.00
10/17/2021 2:10:00 AM,270,1.4,48.90,61,29.4,0.00
10/17/2021 2:20:00 AM,255,2.9,48.70,63,29.4,0.00
10/17/2021 2:30:00 AM,271,2.9,48.30,64,29.4,0.00
10/17/2021 2:40:00 AM,247,1.6,48.00,65,29.4,0.00
10/17/2021 2:50:00 AM,243,2.1,47.80,66,29.4,0.00
10/17/2021 3:00:00 AM,268,2.5,47.40,67,29.4,0.00
10/17/2021 3:10:00 AM,252,2.7,47.30,67,29.4,0.00
10/17/2021 3:20:00 AM,257,2.2,47.10,67,29.4,0.00
10/17/2021 3:30:00 AM,259,2.1,46.90,67,29.4,0.00
10/17/2021 3:40:00 AM,264,3.0,46.90,66,29.4,0.00
10/17/2021 3:50:00 AM,240,2.1,46.90,67,29.4,0.00
10/17/2021 4:00:00 AM,232,1.3,46.50,68,29.4,0.00
10/17/2021 4:10:00 AM,241,2.4,46.40,69,29.4,0.00
10/17/2021 4:20:00 AM,245,1.9,46.00,70,29.4,0.00
10/17/2021 4:30:00 AM,239,1.6,45.80,71,29.4,0.00
10/17/2021 4:40:00 AM,250,3.0,45.50,71,29.4,0.00
10/17/2021 4:50:00 AM,248,2.2,45.60,70,29.4,0.00
10/17/2021 5:00:00 AM,174,1.3,45.60,70,29.4,0.00
10/17/2021 5:10:00 AM,233,3.0,45.30,71,29.4,0.00
10/17/2021 5:20:00 AM,235,2.3,45.10,72,29.4,0.00
10/17/2021 5:30:00 AM,257,2.3,44.90,72,29.4,0.00
10/17/2021 5:40:00 AM,241,2.9,44.90,72,29.4,0.00
10/17/2021 5:50:00 AM,225,1.1,44.70,73,29.4,0.00
10/17/2021 6:00:00 AM,244,2.4,44.40,75,29.4,0.00
10/17/2021 6:10:00 AM,278,1.4,44.20,76,29.4,0.00
10/17/2021 6:20:00 AM,255,1.8,43.80,77,29.4,0.00
10/17/2021 6:30:00 AM,260,2.6,43.80,77,29.4,0.00
10/17/2021 6:40:00 AM,231,2.2,43.80,76,29.4,0.00
10/17/2021 6:50:00 AM,235,2.4,43.70,76,29.4,0.00
10/17/2021 7:00:00 AM,249,2.5,43.80,75,29.4,0.00
10/17/2021 7:10:00 AM,280,1.4,43.70,75,29.4,0.00
10/17/2021 7:20:00 AM,296,1.4,43.50,76,29.4,0.00
10/17/2021 7:30:00 AM,251,2.9,43.30,76,29.4,0.00
10/17/2021 7:40:00 AM,248,1.1,43.30,76,29.4,0.00
10/17/2021 7:50:00 AM,247,2.9,43.10,75,29.4,0.00
10/17/2021 8:00:00 AM,253,2.6,43.10,76,29.4,0.00
10/17/2021 8:10:00 AM,262,3.1,43.30,75,29.4,0.00
10/17/2021 8:20:00 AM,264,1.9,43.10,75,29.4,0.00
10/17/2021 8:30:00 AM,267,2.8,43.30,75,29.4,0.00
10/17/2021 8:40:00 AM,256,1.9,43.30,74,29.4,0.00
10/17/2021 8:50:00 AM,238,1.7,43.10,76,29.4,0.00
10/17/2021 9:00:00 AM,244,2.2,42.80,77,29.4,0.00
10/17/2021 9:10:00 AM,250,2.7,42.60,78,29.4,0.00
10/17/2021 9:20:00 AM,251,2.6,42.40,78,29.4,0.00
10/17/2021 9:30:00 AM,263,2.6,42.20,79,29.4,0.00
10/17/2021 9:40:00 AM,260,1.3,42.00,80,29.4,0.00
10/17/2021 9:50:00 AM,250,1.7,41.90,81,29.4,0.00
10/17/2021 10:00:00 AM,253,1.6,41.70,81,29.4,0.00
10/17/2021 10:10:00 AM,264,2.5,41.70,80,29.4,0.00
10/17/2021 10:20:00 AM,240,1.7,41.90,80,29.4,0.00
10/17/2021 10:30:00 AM,242,2.1,41.70,80,29.4,0.00
10/17/2021 10:40:00 AM,286,1.8,41.50,80,29.4,0.00
10/17/2021 10:50:00 AM,233,2.6,41.50,80,29.4,0.00
10/17/2021 11:00:00 AM,230,1.8,41.70,80,29.4,0.00
10/17/2021 11:10:00 AM,262,2.1,41.50,80,29.4,0.00
10/17/2021 11:20:00 AM,243,1.6,41.50,80,29.4,0.00
10/17/2021 11:30:00 AM,268,3.1,41.30,80,29.4,0.00
10/17/2021 11:40:00 AM,253,1.4,41.50,80,29.4,0.00
10/17/2021 11:50:00 AM,265,1.8,41.10,80,29.4,0.00
10/17/2021 12:00:00 PM,260,3.1,41.10,80,29.4,0.00
10/17/2021 12:10:00 PM,356,0.8,41.10,79,29.4,0.00
10/17/2021 12:20:00 PM,255,2.7,41.30,79,29.4,0.00
10/17/2021 12:30:00 PM,207,1.5,41.90,78,29.4,0.00
10/17/2021 12:40:00 PM,272,2.4,42.40,76,29.4,0.00
10/17/2021 12:50:00 PM,267,3.6,42.90,75,29.4,0.00
10/17/2021 1:00:00 PM,280,4.5,43.30,74,29.4,0.00
10/17/2021 1:10:00 PM,269,4.8,43.80,73,29.4,0.00
10/17/2021 1:20:00 PM,213,1.5,44.20,72,29.4,0.00
10/17/2021 1:30:00 PM,251,4.7,44.90,70,29.4,0.00
10/17/2021 1:40:00 PM,247,1.8,45.60,70,29.4,0.00
10/17/2021 1:50:00 PM,229,1.9,46.50,69,29.4,0.00
10/17/2021 2:00:00 PM,246,2.2,47.60,67,29.4,0.00
10/17/2021 2:10:00 PM,244,1.8,48.50,64,29.4,0.00
10/17/2021 2:20:00 PM,259,3.5,50.30,62,29.4,0.00
10/17/2021 2:30:00 PM,202,2.6,51.40,58,29.4,0.00
10/17/2021 2:40:00 PM,245,3.7,52.50,56,29.4,0.00
10/17/2021 2:50:00 PM,262,5.1,53.20,54,29.4,0.00
10/17/2021 3:00:00 PM,280,3.2,53.70,53,29.4,0.00
10/17/2021 3:10:00 PM,314,4.4,54.10,53,29.4,0.00
10/17/2021 3:20:00 PM,266,2.1,55.20,52,29.4,0.00
10/17/2021 3:30:00 PM,317,2.1,56.40,50,29.4,0.00
10/17/2021 3:40:00 PM,301,1.2,57.00,47,29.4,0.00
10/17/2021 3:50:00 PM,355,2.3,58.40,47,29.4,0.00
10/17/2021 4:00:00 PM,279,2.8,58.80,45,29.4,0.00
10/17/2021 4:10:00 PM,262,4.1,59.50,45,29.4,0.00
10/17/2021 4:20:00 PM,234,2.1,59.90,43,29.4,0.00
10/17/2021 4:30:00 PM,251,4.4,60.20,44,29.4,0.00
10/17/2021 4:40:00 PM,53,2.6,60.60,41,29.4,0.00
10/17/2021 4:50:00 PM,260,2.9,61.30,39,29.4,0.00
10/17/2021 5:00:00 PM,324,5.8,61.10,40,29.4,0.00
10/17/2021 5:10:00 PM,28,1.8,62.20,40,29.4,0.00
10/17/2021 5:20:00 PM,324,3.8,62.40,40,29.4,0.00
10/17/2021 5:30:00 PM,342,2.6,63.50,39,29.4,0.00
10/17/2021 5:40:00 PM,296,2.0,63.60,39,29.4,0.00
10/17/2021 5:50:00 PM,266,5.1,63.60,38,29.4,0.00
10/17/2021 6:00:00 PM,194,2.1,64.70,36,29.4,0.00
10/17/2021 6:10:00 PM,57,1.9,64.50,36,29.4,0.00
10/17/2021 6:20:00 PM,212,2.4,65.40,35,29.4,0.00
10/17/2021 6:30:00 PM,324,7.2,65.40,35,29.4,0.00
10/17/2021 6:40:00 PM,313,3.3,65.60,34,29.4,0.00
10/17/2021 6:50:00 PM,270,2.1,66.00,34,29.4,0.00
10/17/2021 7:00:00 PM,248,2.9,66.90,33,29.4,0.00
10/17/2021 7:10:00 PM,329,4.9,66.50,32,29.4,0.00
10/17/2021 7:20:00 PM,287,6.5,66.70,31,29.4,0.00
10/17/2021 7:30:00 PM,320,6.9,66.70,31,29.4,0.00
10/17/2021 7:40:00 PM,319,3.9,66.90,30,29.4,0.00
10/17/2021 7:50:00 PM,311,2.1,67.10,30,29.4,0.00
10/17/2021 8:00:00 PM,334,6.4,66.70,31,29.4,0.00
10/17/2021 8:10:00 PM,326,4.0,67.40,30,29.4,0.00
10/17/2021 8:20:00 PM,315,3.0,67.40,30,29.4,0.00
10/17/2021 8:30:00 PM,47,4.1,67.40,31,29.4,0.00
10/17/2021 8:40:00 PM,295,4.0,67.20,29,29.4,0.00
10/17/2021 8:50:00 PM,260,3.5,66.70,30,29.4,0.00
10/17/2021 9:00:00 PM,331,6.0,67.10,29,29.4,0.00
10/17/2021 9:10:00 PM,235,3.6,66.90,29,29.4,0.00
10/17/2021 9:20:00 PM,309,5.1,66.90,29,29.4,0.00
10/17/2021 9:30:00 PM,247,2.7,66.70,29,29.4,0.00
10/17/2021 9:40:00 PM,321,5.0,66.30,29,29.4,0.00
10/17/2021 9:50:00 PM,323,2.5,66.20,30,29.4,0.00
10/17/2021 10:00:00 PM,261,3.2,66.20,31,29.4,0.00
10/17/2021 10:10:00 PM,194,1.5,66.00,32,29.4,0.00
10/17/2021 10:20:00 PM,316,1.9,65.60,32,29.4,0.00
10/17/2021 10:30:00 PM,254,2.5,65.10,33,29.4,0.00
10/17/2021 10:40:00 PM,235,1.8,64.20,34,29.4,0.00
10/17/2021 10:50:00 PM,271,1.8,63.50,35,29.4,0.00
10/17/2021 11:00:00 PM,262,2.4,62.70,36,29.4,0.00
10/17/2021 11:10:00 PM,263,3.3,62.00,37,29.4,0.00
10/17/2021 11:20:00 PM,272,2.1,61.10,40,29.4,0.00
10/17/2021 11:30:00 PM,268,1.9,60.60,41,29.4,0.00
10/17/2021 11:40:00 PM,252,1.7,60.20,41,29.4,0.00
10/17/2021 11:50:00 PM,247,2.1,59.70,43,29.4,0.00
10/18/2021 12:00:00 AM,322,0.6,59.10,44,29.4,0.00
10/18/2021 12:10:00 AM,328,1.2,58.80,44,29.4,0.00
10/18/2021 12:20:00 AM,249,1.2,58.40,46,29.4,0.00
10/18/2021 12:30:00 AM,262,2.0,58.10,46,29.4,0.00
10/18/2021 12:40:00 AM,249,2.2,58.10,46,29.4,0.00
10/18/2021 12:50:00 AM,256,2.1,57.50,48,29.4,0.00
10/18/2021 1:00:00 AM,237,1.5,56.80,50,29.4,0.00
10/18/2021 1:10:00 AM,261,1.3,56.30,51,29.4,0.00
10/18/2021 1:20:00 AM,16,0.3,55.50,54,29.4,0.00
10/18/2021 1:30:00 AM,197,0.7,54.80,56,29.4,0.00
10/18/2021 1:40:00 AM,255,1.9,54.50,58,29.4,0.00
10/18/2021 1:50:00 AM,196,0.6,53.70,60,29.4,0.00
10/18/2021 2:00:00 AM,266,2.2,53.40,60,29.4,0.00
10/18/2021 2:10:00 AM,262,1.6,53.20,60,29.4,0.00
10/18/2021 2:20:00 AM,256,1.9,53.00,61,29.4,0.00
10/18/2021 2:30:00 AM,260,2.3,52.80,62,29.4,0.00
10/18/2021 2:40:00 AM,262,1.9,52.70,62,29.4,0.00
10/18/2021 2:50:00 AM,264,2.0,52.50,62,29.4,0.00
10/18/2021 3:00:00 AM,248,2.7,52.10,63,29.4,0.00
10/18/2021 3:10:00 AM,259,1.6,51.60,64,29.4,0.00
10/18/2021 3:20:00 AM,263,2.3,51.60,62,29.4,0.00
10/18/2021 3:30:00 AM,245,2.2,51.80,63,29.4,0.00
10/18/2021 3:40:00 AM,220,1.1,51.40,64,29.4,0.00
10/18/2021 3:50:00 AM,163,1.6,51.00,65,29.4,0.00
10/18/2021 4:00:00 AM,229,2.1,50.90,67,29.4,0.00
10/18/2021 4:10:00 AM,38,1.0,50.50,67,29.4,0.00
10/18/2021 4:20:00 AM,249,1.3,50.10,68,29.4,0.00
10/18/2021 4:30:00 AM,250,2.1,50.00,70,29.4,0.00
10/18/2021 4:40:00 AM,229,2.3,49.60,71,29.4,0.00
10/18/2021 4:50:00 AM,257,2.6,49.20,71,29.4,0.00
10/18/2021 5:00:00 AM,252,2.2,49.10,71,29.4,0.00
10/18/2021 5:10:00 AM,280,1.3,49.10,71,29.4,0.00
10/18/2021 5:20:00 AM,255,2.7,49.10,71,29.4,0.00
10/18/2021 5:30:00 AM,227,1.3,48.90,70,29.4,0.00
10/18/2021 5:40:00 AM,275,1.4,48.90,70,29.4,0.00
10/18/2021 5:50:00 AM,255,2.4,48.90,70,29.4,0.00
10/18/2021 6:00:00 AM,254,2.8,48.70,69,29.4,0.00
10/18/2021 6:10:00 AM,253,1.8,49.10,67,29.4,0.00
10/18/2021 6:20:00 AM,254,3.1,49.60,64,29.4,0.00
10/18/2021 6:30:00 AM,243,1.7,49.60,66,29.4,0.00
10/18/2021 6:40:00 AM,266,2.5,48.90,69,29.4,0.00
10/18/2021 6:50:00 AM,264,2.4,47.60,74,29.4,0.00
10/18/2021 7:00:00 AM,236,2.0,47.10,76,29.4,0.00
10/18/2021 7:10:00 AM,244,2.0,46.70,78,29.4,0.00
10/18/2021 7:20:00 AM,263,2.3,46.50,79,29.4,0.00
10/18/2021 7:30:00 AM,244,2.0,46.70,77,29.4,0.00
10/18/2021 7:40:00 AM,240,2.4,46.50,77,29.4,0.00
10/18/2021 7:50:00 AM,248,2.8,46.50,77,29.4,0.00
10/18/2021 8:00:00 AM,252,2.0,46.50,76,29.4,0.00
10/18/2021 8:10:00 AM,261,2.6,46.50,76,29.4,0.00
10/18/2021 8:20:00 AM,265,2.6,46.40,76,29.4,0.00
10/18/2021 8:30:00 AM,250,2.5,46.20,77,29.4,0.00
10/18/2021 8:40:00 AM,272,1.5,46.00,77,29.4,0.00
10/18/2021 8:50:00 AM,241,2.6,46.00,78,29.4,0.00
10/18/2021 9:00:00 AM,262,1.8,45.80,78,29.4,0.00
10/18/2021 9:10:00 AM,253,2.4,45.60,77,29.4,0.00
10/18/2021 9:20:00 AM,250,1.9,45.60,77,29.4,0.00
10/18/2021 9:30:00 AM,247,1.7,45.50,77,29.4,0.00
10/18/2021 9:40:00 AM,240,2.2,45.60,77,29.4,0.00
10/18/2021 9:50:00 AM,236,1.6,45.60,76,29.4,0.00
10/18/2021 10:00:00 AM,244,1.9,45.50,77,29.4,0.00
10/18/2021 10:10:00 AM,273,1.8,45.30,77,29.4,0.00
10/18/2021 10:20:00 AM,260,2.9,45.30,78,29.4,0.00
10/18/2021 10:30:00 AM,257,2.1,45.10,78,29.4,0.00
10/18/2021 10:40:00 AM,250,2.1,45.30,77,29.4,0.00
10/18/2021 10:50:00 AM,249,1.8,45.30,77,29.4,0.00
10/18/2021 11:00:00 AM,82,0.6,45.10,78,29.4,0.00
10/18/2021 11:10:00 AM,248,1.8,44.90,78,29.4,0.00
10/18/2021 11:20:00 AM,237,1.4,44.70,79,29.4,0.00
10/18/2021 11:30:00 AM,246,1.8,44.40,80,29.4,0.00
10/18/2021 11:40:00 AM,258,1.7,44.20,81,29.4,0.00
10/18/2021 11:50:00 AM,243,1.3,44.00,82,29.4,0.00
10/18/2021 12:00:00 PM,259,1.5,44.00,82,29.4,0.00
10/18/2021 12:10:00 PM,242,1.4,43.80,82,29.4,0.00
10/18/2021 12:20:00 PM,203,0.5,44.20,82,29.4,0.00
10/18/2021 12:30:00 PM,205,0.6,45.50,78,29.4,0.00
10/18/2021 12:40:00 PM,115,0.5,46.50,77,29.4,0.00
10/18/2021 12:50:00 PM,288,0.3,47.40,75,29.4,0.00
10/18/2021 1:00:00 PM,171,0.6,48.50,72,29.4,0.00
10/18/2021 1:10:00 PM,160,0.7,50.10,68,29.4,0.00
10/18/2021 1:20:00 PM,236,1.4,50.50,66,29.4,0.00
